,bot,shoes
N14105,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4389211.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4198351.jpg
N01259,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2756008.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2752418.jpg
N08065,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3378149.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3605869.jpg
N01227,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2564518.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2794518.jpg
N00411,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2842338.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2654248.jpg
N02294,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2807998.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2772738.jpg
N07001,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3362699.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3363049.jpg
N10793,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3926171.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3926511.jpg
N11183,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3969891.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4646181.jpg
N09917,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3975941.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3978031.jpg
N04211,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3058268.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2882788.jpg
N00381,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2588018.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2712978.jpg
N08802,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3450729.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3481989.jpg
N06699,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3757279.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3420669.jpg
N00332,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2453298.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2453828.jpg
N07842,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3365269.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3356689.jpg
N03195,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2548398.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2435098.jpg
N15128,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4152231.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4122741.jpg
N02398,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2645728.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2551288.jpg
N10316,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3915891.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3918121.jpg
N03272,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2570368.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2589218.jpg
N03194,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2548458.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2435098.jpg
N03626,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2542348.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2419437.jpg
N10494,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3910691.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4015051.jpg
N09136,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3379969.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3417529.jpg
N11379,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4000141.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4164401.jpg
N08279,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3739469.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3596319.jpg
N07255,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3510919.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3434699.jpg
N14309,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4354981.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4105071.jpg
N10764,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4036601.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3936801.jpg
N07528,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3753349.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3519589.jpg
N01530,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3023698.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3003688.jpg
N14386,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4165101.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4018261.jpg
N00523,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2471018.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2471838.jpg
N09204,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3708389.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3355959.jpg
N03603,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2579478.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2436648.jpg
N06743,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3735569.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3448379.jpg
N04995,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2670318.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2493868.jpg
N07985,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3595629.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3605719.jpg
N06349,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3595549.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3467599.jpg
N08634,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3829181.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3804419.jpg
N08180,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3405859.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3358559.jpg
N06074,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3599069.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3356169.jpg
N14935,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3940481.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3934601.jpg
N06240,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3476579.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3409829.jpg
N03572,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2842338.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2493908.jpg
N09009,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3487349.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3398289.jpg
N08523,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3302139.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3302809.jpg
N05983,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3500509.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3302879.jpg
N04378,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2764908.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2764968.jpg
N06867,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3490959.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3552409.jpg
N05603,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3706279.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3696379.jpg
N05826,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3405229.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3315469.jpg
N00771,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3001148.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2905688.jpg
N08143,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3471399.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3519589.jpg
N00437,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2594278.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2496858.jpg
N11228,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3915011.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3948041.jpg
N07501,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3414249.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3408889.jpg
N07793,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3578829.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3465279.jpg
N05378,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3444759.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3448699.jpg
N09993,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3992941.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3931251.jpg
N01487,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2944228.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2890588.jpg
N00029,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2113317.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2584618.jpg
N00594,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2788738.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2788448.jpg
N02004,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2808548.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2513858.jpg
N16790,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3953501.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3953831.jpg
N11550,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3956011.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3955501.jpg
N01726,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2960548.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3047738.jpg
N01394,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2904088.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2908498.jpg
N11881,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4082931.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3992091.jpg
N08521,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3387379.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3445249.jpg
N11177,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3989281.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4035941.jpg
N06035,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3601159.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3385029.jpg
N05788,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3557249.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3381599.jpg
N11140,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3991071.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4276561.jpg
N01309,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3014808.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2913688.jpg
N06194,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3377839.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3329799.jpg
N01281,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2910828.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3029808.jpg
N05534,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3583069.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3654899.jpg
N06611,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3812879.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3383939.jpg
N14304,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4354971.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3917081.jpg
N05957,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3515519.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3481869.jpg
N11892,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3932731.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3918121.jpg
N06783,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3378019.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2929618.jpg
N14985,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3990241.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3995281.jpg
N07898,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3353229.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3356689.jpg
N05913,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3500639.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3498489.jpg
N04445,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2762628.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2436648.jpg
N03084,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2646568.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2611388.jpg
N11673,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3424999.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3996821.jpg
N08810,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3486549.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3704679.jpg
N01248,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2833138.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2803478.jpg
N09279,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3758219.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3356139.jpg
N09608,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4376831.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4376471.jpg
N07079,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3377839.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3381049.jpg
N08801,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3450589.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3419249.jpg
N08259,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3817821.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3654899.jpg
N04039,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2453308.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2574598.jpg
N01480,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2936048.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2960308.jpg
N14043,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4389211.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4193111.jpg
N07511,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3486879.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3348379.jpg
N10038,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3990321.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4017861.jpg
N03414,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2926628.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2820148.jpg
N01519,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2944368.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2956138.jpg
N07415,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3584079.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3596319.jpg
N14341,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4417021.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4033551.jpg
N00597,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2913468.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3040728.jpg
N05132,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2820628.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2471978.jpg
N10851,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3927571.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3987661.jpg
N07990,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3753549.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3302669.jpg
N11262,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4143921.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4198361.jpg
N11701,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3964361.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4011061.jpg
N01692,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3000618.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2921808.jpg
N14044,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4154501.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3897531.jpg
N09165,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3444739.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3449059.jpg
N01104,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2480518.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2526668.jpg
N09375,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4477731.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3965201.jpg
N01860,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2987188.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2932758.jpg
N02410,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2829478.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2712368.jpg
N09787,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3661179.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3167909.jpg
N09339,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3486629.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3577029.jpg
N09482,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4009921.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3978381.jpg
N01179,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2538168.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2689578.jpg
N01859,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3074328.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2925918.jpg
N08800,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3773989.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3755209.jpg
N06982,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3362739.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3363719.jpg
N09037,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3462339.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3356729.jpg
N05782,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3649329.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3545219.jpg
N02187,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2761018.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2747338.jpg
N11149,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3988981.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4276561.jpg
N08794,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3766539.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3775249.jpg
N07283,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3510929.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3434699.jpg
N08827,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3290959.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3449039.jpg
N00531,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2820338.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2814238.jpg
N08469,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3514159.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3519589.jpg
N04101,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2113317.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2487428.jpg
N10441,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3992941.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3992091.jpg
N06987,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3362689.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3364719.jpg
N08468,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3491059.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3348399.jpg
N06630,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3592429.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3344769.jpg
N11759,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3910971.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3917161.jpg
N09249,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3555169.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3422429.jpg
N11532,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4000211.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3970231.jpg
N08432,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3710679.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3398289.jpg
N10405,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4041531.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3970121.jpg
N00408,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2778388.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2775588.jpg
N06985,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3362679.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3364339.jpg
N14031,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4065891.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4382201.jpg
N10025,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3941311.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3926461.jpg
N14893,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3978711.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3970251.jpg
N00419,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2538038.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2557348.jpg
N00154,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2570368.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2618898.jpg
